rpm,oil_pressure,oil_temperature,cylinder_temperature,exhaust_temperature,manifold_pressure,fuel_flow,fuel_pressure,vibration,load,throttle,ambient_temperature,altitude,fault
2679.422436494308,3.4141576596724534,112.7638465348908,173.24186281758563,475.7623350720371,70.47417430334775,20.419191778595696,3.9669478229656536,3.350468190812501,92.14723106925491,85.82775171291313,21.126058031991278,3165.5305601485,normal
2295.7474580172134,3.80854375557917,72.32640734177379,123.33513527019278,404.8055565203842,62.05303161945727,16.300714860028414,3.943733635430976,2.8291321642238065,53.99873571384141,65.20430224158811,-2.0356819413592655,126.41941966816539,normal
2737.1289265665728,3.2305041499046245,95.75649929073417,153.2941592602854,455.8666450685067,72.03061307926153,19.447789771181487,3.911609367321819,3.3484575283525193,79.96751387464012,87.61287065447243,9.99218346235768,2873.44897687822,normal
2158.2351230288964,3.668003327541239,87.5318892308801,131.321126087888,427.08231667044254,58.60657158640066,17.05327776200659,3.9779003156734762,2.953324577329161,60.979840083842895,60.589799010564626,10.522020362507837,1065.8685997487407,normal
2634.3388781540725,3.4886683687521076,108.49189599876365,160.24139603415637,460.8611289009847,69.67236155400587,18.468324048195427,4.026049655108465,2.7085235659084272,71.01246556888282,81.94929364544682,24.480525596178737,1339.888176204788,normal
2554.4208827281473,3.267961157335394,97.68087315832975,156.87180960210205,464.5955542242815,67.17792979736413,20.847013027068957,3.6973284206518207,3.450085510813328,98.0,80.15161151908707,4.621572840287737,3952.2170841018315,normal
1973.7888439494418,3.787428915955394,69.31842054487664,119.64072926034616,390.19641204833647,53.49411730080646,16.277835184566896,4.082147495360535,2.4621675880280383,49.49703226281757,54.17864824339141,-3.571300534731014,5490.879354353327,normal
2536.412598844474,3.271682115159139,96.81597529066606,142.2464647620712,444.10777187064247,66.28978308193764,18.78481389680581,4.093380081255843,2.95675629522834,73.57721466404568,77.68089054931127,11.86342779417686,3781.4983159783333,normal
2583.691749752073,3.4042682964451725,89.74655486119127,140.92096179102327,454.0889689809919,68.55430557637816,19.954257993802873,3.893705370976794,3.2234561498997434,84.21957182892875,77.59252626309066,2.7194905316553917,372.72844387283203,normal
2304.57399557042,3.7712679494057606,87.34248364117613,134.38829388389433,415.8728185565276,60.15861318349034,15.742263600339522,4.153166254226153,2.520999655950736,44.9467234413936,67.37317244408622,12.549919306210505,4953.710312198906,normal
